course_id,student_id,score,group_no,dept_no
11AC06,11A20240022,91,11,A
11AC06,11A20240023,85,11,A
11AC06,11A20240024,79,11,A
11AC06,11A20240025,73,11,A
11AC06,11A20240026,67,11,A
11AC06,11A20240032,100,11,A
11AC06,11A20240033,94,11,A
11AC06,11A20240034,88,11,A
11AC06,11A20240035,82,11,A
11AC06,11A20240036,76,11,A
11AC06,11A20240042,68,11,A
11AC06,11A20240043,62,11,A
11AC06,11A20240044,97,11,A
11AC06,11A20240045,91,11,A
11AC06,11A20240046,85,11,A
11AC07,11A20240003,78,11,A
11AC07,11A20240004,72,11,A
11AC07,11A20240005,66,11,A
11AC07,11A20240006,60,11,A
11AC07,11A20240007,95,11,A
11AC07,11A20240013,87,11,A
11AC07,11A20240014,81,11,A
11AC07,11A20240015,75,11,A
11AC07,11A20240016,69,11,A
11AC07,11A20240017,63,11,A
11AC07,11A20240023,96,11,A
11AC07,11A20240024,90,11,A
11AC07,11A20240025,84,11,A
11AC07,11A20240026,78,11,A
11AC07,11A20240027,72,11,A
11AC07,11A20240033,64,11,A
11AC07,11A20240034,99,11,A
11AC07,11A20240035,93,11,A
11AC07,11A20240036,87,11,A
11AC07,11A20240037,81,11,A
11AC07,11A20240043,73,11,A
11AC07,11A20240044,67,11,A
11AC07,11A20240045,61,11,A
11AC07,11A20240046,96,11,A
11AC07,11A20240047,90,11,A
11AC08,11A20240004,83,11,A
11AC08,11A20240005,77,11,A
11AC08,11A20240006,71,11,A
11AC08,11A20240007,65,11,A
11AC08,11A20240008,100,11,A
11AC08,11A20240014,92,11,A
11AC08,11A20240015,86,11,A
11AC08,11A20240016,80,11,A
11AC08,11A20240017,74,11,A
11AC08,11A20240018,68,11,A
11AC08,11A20240024,60,11,A
11AC08,11A20240025,95,11,A
11AC08,11A20240026,89,11,A
11AC08,11A20240027,83,11,A
11AC08,11A20240028,77,11,A
11AC08,11A20240034,69,11,A
11AC08,11A20240035,63,11,A
11AC08,11A20240036,98,11,A
11AC08,11A20240037,92,11,A
11AC08,11A20240038,86,11,A
11AC08,11A20240044,78,11,A
11AC08,11A20240045,72,11,A
11AC08,11A20240046,66,11,A
11AC08,11A20240047,60,11,A
11AC08,11A20240048,95,11,A
11AC09,11A20240005,88,11,A
11AC09,11A20240006,82,11,A
11AC09,11A20240007,76,11,A
11AC09,11A20240008,70,11,A
11AC09,11A20240009,64,11,A
11AC09,11A20240015,97,11,A
11AC09,11A20240016,91,11,A
11AC09,11A20240017,85,11,A
11AC09,11A20240018,79,11,A
11AC09,11A20240019,73,11,A
11AC09,11A20240025,65,11,A
11AC09,11A20240026,100,11,A
11AC09,11A20240027,94,11,A
11AC09,11A20240028,88,11,A
11AC09,11A20240029,82,11,A
11AC09,11A20240035,74,11,A
11AC09,11A20240036,68,11,A
11AC09,11A20240037,62,11,A
11AC09,11A20240038,97,11,A
11AC09,11A20240039,91,11,A
11AC09,11A20240045,83,11,A
11AC09,11A20240046,77,11,A
11AC09,11A20240047,71,11,A
11AC09,11A20240048,65,11,A
11AC09,11A20240049,100,11,A
11AC10,11A20240006,93,11,A
11AC10,11A20240007,87,11,A
11AC10,11A20240008,81,11,A
11AC10,11A20240009,75,11,A
11AC10,11A20240010,69,11,A
11AC10,11A20240016,61,11,A
11AC10,11A20240017,96,11,A
11AC10,11A20240018,90,11,A
11AC10,11A20240019,84,11,A
11AC10,11A20240020,78,11,A
11AC10,11A20240026,70,11,A
11AC10,11A20240027,64,11,A
11AC10,11A20240028,99,11,A
11AC10,11A20240029,93,11,A
11AC10,11A20240030,87,11,A
11AC10,11A20240036,79,11,A
11AC10,11A20240037,73,11,A
11AC10,11A20240038,67,11,A
11AC10,11A20240039,61,11,A
11AC10,11A20240040,96,11,A
11AC10,11A20240046,88,11,A
11AC10,11A20240047,82,11,A
11AC10,11A20240048,76,11,A
11AC10,11A20240049,70,11,A
11AC10,11A20240050,64,11,A
11B0001,11B24000001,67,11,B
11B0001,11B24000007,79,11,B
11B0001,11B24000008,73,11,B
11B0001,11B24000009,67,11,B
11B0001,11B24000010,61,11,B
11B0001,11B24000011,96,11,B
11B0001,11B24000017,67,11,B
11B0001,11B24000018,61,11,B
11B0001,11B24000019,96,11,B
11B0001,11B24000020,90,11,B
11B0001,11B24000021,84,11,B
11B0001,11B24000027,96,11,B
11B0001,11B24000028,90,11,B
11B0001,11B24000029,84,11,B
11B0001,11B24000030,78,11,B
11B0001,11B24000031,72,11,B
11B0001,11B24000037,84,11,B
11B0001,11B24000038,78,11,B
11B0001,11B24000039,72,11,B
11B0001,11B24000040,66,11,B
11B0001,11B24000041,60,11,B
11B0001,11B24000047,72,11,B
11B0001,11B24000048,66,11,B
11B0001,11B24000049,60,11,B
11B0001,11B24000050,95,11,B
11B0002,11B24000001,80,11,B
11B0002,11B24000002,74,11,B
11B0002,11B24000008,86,11,B
11B0002,11B24000009,80,11,B
11B0002,11B24000010,74,11,B
11B0002,11B24000011,68,11,B
11B0002,11B24000012,62,11,B
11B0002,11B24000018,74,11,B
11B0002,11B24000019,68,11,B
11B0002,11B24000020,62,11,B
11B0002,11B24000021,97,11,B
11B0002,11B24000022,91,11,B
11B0002,11B24000028,62,11,B
11B0002,11B24000029,97,11,B
11B0002,11B24000030,91,11,B
11B0002,11B24000031,85,11,B
11B0002,11B24000032,79,11,B
11B0002,11B24000038,91,11,B
11B0002,11B24000039,85,11,B
11B0002,11B24000040,79,11,B
11B0002,11B24000041,73,11,B
11B0002,11B24000042,67,11,B
11B0002,11B24000048,79,11,B
11B0002,11B24000049,73,11,B
11B0002,11B24000050,67,11,B
11B0003,11B24000001,93,11,B
11B0003,11B24000002,87,11,B
11B0003,11B24000003,81,11,B
11B0003,11B24000009,93,11,B
11B0003,11B24000010,87,11,B
11B0003,11B24000011,81,11,B
11B0003,11B24000012,75,11,B
11B0003,11B24000013,69,11,B
11B0003,11B24000019,81,11,B
11B0003,11B24000020,75,11,B
11B0003,11B24000021,69,11,B
11B0003,11B24000022,63,11,B
11B0003,11B24000023,98,11,B
11B0003,11B24000029,69,11,B
11B0003,11B24000030,63,11,B
11B0003,11B24000031,98,11,B
11B0003,11B24000032,92,11,B
11B0003,11B24000033,86,11,B
11B0003,11B24000039,98,11,B
11B0003,11B24000040,92,11,B
11B0003,11B24000041,86,11,B
11B0003,11B24000042,80,11,B
11B0003,11B24000043,74,11,B
11B0003,11B24000049,86,11,B
11B0003,11B24000050,80,11,B
11B0004,11B24000001,65,11,B
11B0004,11B24000002,100,11,B
11B0004,11B24000003,94,11,B
11B0004,11B24000004,88,11,B
11B0004,11B24000010,100,11,B
11B0004,11B24000011,94,11,B
11B0004,11B24000012,88,11,B
11B0004,11B24000013,82,11,B
11B0004,11B24000014,76,11,B
11B0004,11B24000020,88,11,B
11B0004,11B24000021,82,11,B
11B0004,11B24000022,76,11,B
11B0004,11B24000023,70,11,B
11B0004,11B24000024,64,11,B
11B0004,11B24000030,76,11,B
11B0004,11B24000031,70,11,B
11B0004,11B24000032,64,11,B
11B0004,11B24000033,99,11,B
11B0004,11B24000034,93,11,B
11B0004,11B24000040,64,11,B
11B0004,11B24000041,99,11,B
11B0004,11B24000042,93,11,B
11B0004,11B24000043,87,11,B
11B0004,11B24000044,81,11,B
11B0004,11B24000050,93,11,B
11B0005,11B24000001,78,11,B
11B0005,11B24000002,72,11,B
11B0005,11B24000003,66,11,B
11B0005,11B24000004,60,11,B
11B0005,11B24000005,95,11,B
11B0005,11B24000011,66,11,B
11B0005,11B24000012,60,11,B
11B0005,11B24000013,95,11,B
11B0005,11B24000014,89,11,B
11B0005,11B24000015,83,11,B
11B0005,11B24000021,95,11,B
11B0005,11B24000022,89,11,B
11B0005,11B24000023,83,11,B
11B0005,11B24000024,77,11,B
11B0005,11B24000025,71,11,B
11B0005,11B24000031,83,11,B
11B0005,11B24000032,77,11,B
11B0005,11B24000033,71,11,B
11B0005,11B24000034,65,11,B
11B0005,11B24000035,100,11,B
11B0005,11B24000041,71,11,B
11B0005,11B24000042,65,11,B
11B0005,11B24000043,100,11,B
11B0005,11B24000044,94,11,B
11B0005,11B24000045,88,11,B
11B0006,11B24000002,85,11,B
11B0006,11B24000003,79,11,B
11B0006,11B24000004,73,11,B
11B0006,11B24000005,67,11,B
11B0006,11B24000006,61,11,B
11B0006,11B24000012,73,11,B
11B0006,11B24000013,67,11,B
11B0006,11B24000014,61,11,B
11B0006,11B24000015,96,11,B
11B0006,11B24000016,90,11,B
11B0006,11B24000022,61,11,B
11B0006,11B24000023,96,11,B
11B0006,11B24000024,90,11,B
11B0006,11B24000025,84,11,B
11B0006,11B24000026,78,11,B
11B0006,11B24000032,90,11,B
11B0006,11B24000033,84,11,B
11B0006,11B24000034,78,11,B
11B0006,11B24000035,72,11,B
11B0006,11B24000036,66,11,B
11B0006,11B24000042,78,11,B
11B0006,11B24000043,72,11,B
11B0006,11B24000044,66,11,B
11B0006,11B24000045,60,11,B
11B0006,11B24000046,95,11,B
11B0007,11B24000003,92,11,B
11B0007,11B24000004,86,11,B
11B0007,11B24000005,80,11,B
11B0007,11B24000006,74,11,B
11B0007,11B24000007,68,11,B
11B0007,11B24000013,80,11,B
11B0007,11B24000014,74,11,B
11B0007,11B24000015,68,11,B
11B0007,11B24000016,62,11,B
11B0007,11B24000017,97,11,B
11B0007,11B24000023,68,11,B
11B0007,11B24000024,62,11,B
11B0007,11B24000025,97,11,B
11B0007,11B24000026,91,11,B
11B0007,11B24000027,85,11,B
11B0007,11B24000033,97,11,B
11B0007,11B24000034,91,11,B
11B0007,11B24000035,85,11,B
11B0007,11B24000036,79,11,B
11B0007,11B24000037,73,11,B
11B0007,11B24000043,85,11,B
11B0007,11B24000044,79,11,B
11B0007,11B24000045,73,11,B
11B0007,11B24000046,67,11,B
11B0007,11B24000047,61,11,B
11B0008,11B24000004,99,11,B
11B0008,11B24000005,93,11,B
11B0008,11B24000006,87,11,B
11B0008,11B24000007,81,11,B
11B0008,11B24000008,75,11,B
11B0008,11B24000014,87,11,B
11B0008,11B24000015,81,11,B
11B0008,11B24000016,75,11,B
11B0008,11B24000017,69,11,B
11B0008,11B24000018,63,11,B
11B0008,11B24000024,75,11,B
11B0008,11B24000025,69,11,B
11B0008,11B24000026,63,11,B
11B0008,11B24000027,98,11,B
11B0008,11B24000028,92,11,B
11B0008,11B24000034,63,11,B
11B0008,11B24000035,98,11,B
11B0008,11B24000036,92,11,B
11B0008,11B24000037,86,11,B
11B0008,11B24000038,80,11,B
11B0008,11B24000044,92,11,B
11B0008,11B24000045,86,11,B
11B0008,11B24000046,80,11,B
11B0008,11B24000047,74,11,B
11B0008,11B24000048,68,11,B
11B0009,11B24000005,65,11,B
11B0009,11B24000006,100,11,B
11B0009,11B24000007,94,11,B
11B0009,11B24000008,88,11,B
11B0009,11B24000009,82,11,B
11B0009,11B24000015,94,11,B
11B0009,11B24000016,88,11,B
11B0009,11B24000017,82,11,B
11B0009,11B24000018,76,11,B
11B0009,11B24000019,70,11,B
11B0009,11B24000025,82,11,B
11B0009,11B24000026,76,11,B
11B0009,11B24000027,70,11,B
11B0009,11B24000028,64,11,B
11B0009,11B24000029,99,11,B
11B0009,11B24000035,70,11,B
11B0009,11B24000036,64,11,B
11B0009,11B24000037,99,11,B
11B0009,11B24000038,93,11,B
11B0009,11B24000039,87,11,B
11B0009,11B24000045,99,11,B
11B0009,11B24000046,93,11,B
11B0009,11B24000047,87,11,B
11B0009,11B24000048,81,11,B
11B0009,11B24000049,75,11,B
11B0010,11B24000006,72,11,B
11B0010,11B24000007,66,11,B
11B0010,11B24000008,60,11,B
11B0010,11B24000009,95,11,B
11B0010,11B24000010,89,11,B
11B0010,11B24000016,60,11,B
11B0010,11B24000017,95,11,B
11B0010,11B24000018,89,11,B
11B0010,11B24000019,83,11,B
11B0010,11B24000020,77,11,B
11B0010,11B24000026,89,11,B
11B0010,11B24000027,83,11,B
11B0010,11B24000028,77,11,B
11B0010,11B24000029,71,11,B
11B0010,11B24000030,65,11,B
11B0010,11B24000036,77,11,B
11B0010,11B24000037,71,11,B
11B0010,11B24000038,65,11,B
11B0010,11B24000039,100,11,B
11B0010,11B24000040,94,11,B
11B0010,11B24000046,65,11,B
11B0010,11B24000047,100,11,B
11B0010,11B24000048,94,11,B
11B0010,11B24000049,88,11,B
11B0010,11B24000050,82,11,B
11C001,11C20240001,62,11,C
11C001,11C20240007,72,11,C
11C001,11C20240008,72,11,C
11C001,11C20240009,72,11,C
11C001,11C20240010,72,11,C
11C001,11C20240011,72,11,C
11C001,11C20240017,82,11,C
11C001,11C20240018,82,11,C
11C001,11C20240019,82,11,C
11C001,11C20240020,82,11,C
11C001,11C20240021,82,11,C
11C001,11C20240027,92,11,C
11C001,11C20240028,92,11,C
11C001,11C20240029,92,11,C
11C001,11C20240030,92,11,C
11C001,11C20240031,92,11,C
11C001,11C20240037,62,11,C
11C001,11C20240038,62,11,C
11C001,11C20240039,62,11,C
11C001,11C20240040,62,11,C
11C001,11C20240041,62,11,C
11C001,11C20240047,72,11,C
11C001,11C20240048,72,11,C
11C001,11C20240049,72,11,C
11C001,11C20240050,72,11,C
11C002,11C20240001,63,11,C
11C002,11C20240002,63,11,C
11C002,11C20240008,73,11,C
11C002,11C20240009,73,11,C
11C002,11C20240010,73,11,C
11C002,11C20240011,73,11,C
11C002,11C20240012,73,11,C
11C002,11C20240018,83,11,C
11C002,11C20240019,83,11,C
11C002,11C20240020,83,11,C
11C002,11C20240021,83,11,C
11C002,11C20240022,83,11,C
11C002,11C20240028,93,11,C
11C002,11C20240029,93,11,C
11C002,11C20240030,93,11,C
11C002,11C20240031,93,11,C
11C002,11C20240032,93,11,C
11C002,11C20240038,63,11,C
11C002,11C20240039,63,11,C
11C002,11C20240040,63,11,C
11C002,11C20240041,63,11,C
11C002,11C20240042,63,11,C
11C002,11C20240048,73,11,C
11C002,11C20240049,73,11,C
11C002,11C20240050,73,11,C
11C003,11C20240001,64,11,C
11C003,11C20240002,64,11,C
11C003,11C20240003,64,11,C
11C003,11C20240009,74,11,C
11C003,11C20240010,74,11,C
11C003,11C20240011,74,11,C
11C003,11C20240012,74,11,C
11C003,11C20240013,74,11,C
11C003,11C20240019,84,11,C
11C003,11C20240020,84,11,C
11C003,11C20240021,84,11,C
11C003,11C20240022,84,11,C
11C003,11C20240023,84,11,C
11C003,11C20240029,94,11,C
11C003,11C20240030,94,11,C
11C003,11C20240031,94,11,C
11C003,11C20240032,94,11,C
11C003,11C20240033,94,11,C
11C003,11C20240039,64,11,C
11C003,11C20240040,64,11,C
11C003,11C20240041,64,11,C
11C003,11C20240042,64,11,C
11C003,11C20240043,64,11,C
11C003,11C20240049,74,11,C
11C003,11C20240050,74,11,C
11C004,11C20240001,65,11,C
11C004,11C20240002,65,11,C
11C004,11C20240003,65,11,C
11C004,11C20240004,65,11,C
11C004,11C20240010,75,11,C
11C004,11C20240011,75,11,C
11C004,11C20240012,75,11,C
11C004,11C20240013,75,11,C
11C004,11C20240014,75,11,C
11C004,11C20240020,85,11,C
11C004,11C20240021,85,11,C
11C004,11C20240022,85,11,C
11C004,11C20240023,85,11,C
11C004,11C20240024,85,11,C
11C004,11C20240030,95,11,C
11C004,11C20240031,95,11,C
11C004,11C20240032,95,11,C
11C004,11C20240033,95,11,C
11C004,11C20240034,95,11,C
11C004,11C20240040,65,11,C
11C004,11C20240041,65,11,C
11C004,11C20240042,65,11,C
11C004,11C20240043,65,11,C
11C004,11C20240044,65,11,C
11C004,11C20240050,75,11,C
11C005,11C20240001,66,11,C
11C005,11C20240002,66,11,C
11C005,11C20240003,66,11,C
11C005,11C20240004,66,11,C
11C005,11C20240005,66,11,C
11C005,11C20240011,76,11,C
11C005,11C20240012,76,11,C
11C005,11C20240013,76,11,C
11C005,11C20240014,76,11,C
11C005,11C20240015,76,11,C
11C005,11C20240021,86,11,C
11C005,11C20240022,86,11,C
11C005,11C20240023,86,11,C
11C005,11C20240024,86,11,C
11C005,11C20240025,86,11,C
11C005,11C20240031,96,11,C
11C005,11C20240032,96,11,C
11C005,11C20240033,96,11,C
11C005,11C20240034,96,11,C
11C005,11C20240035,96,11,C
11C005,11C20240041,66,11,C
11C005,11C20240042,66,11,C
11C005,11C20240043,66,11,C
11C005,11C20240044,66,11,C
11C005,11C20240045,66,11,C
11C006,11C20240002,67,11,C
11C006,11C20240003,67,11,C
11C006,11C20240004,67,11,C
11C006,11C20240005,67,11,C
11C006,11C20240006,67,11,C
11C006,11C20240012,77,11,C
11C006,11C20240013,77,11,C
11C006,11C20240014,77,11,C
11C006,11C20240015,77,11,C
11C006,11C20240016,77,11,C
11C006,11C20240022,87,11,C
11C006,11C20240023,87,11,C
11C006,11C20240024,87,11,C
11C006,11C20240025,87,11,C
11C006,11C20240026,87,11,C
11C006,11C20240032,97,11,C
11C006,11C20240033,97,11,C
11C006,11C20240034,97,11,C
11C006,11C20240035,97,11,C
11C006,11C20240036,97,11,C
11C006,11C20240042,67,11,C
11C006,11C20240043,67,11,C
11C006,11C20240044,67,11,C
11C006,11C20240045,67,11,C
11C006,11C20240046,67,11,C
11C007,11C20240003,68,11,C
11C007,11C20240004,68,11,C
11C007,11C20240005,68,11,C
11C007,11C20240006,68,11,C
11C007,11C20240007,68,11,C
11C007,11C20240013,78,11,C
11C007,11C20240014,78,11,C
11C007,11C20240015,78,11,C
11C007,11C20240016,78,11,C
11C007,11C20240017,78,11,C
11C007,11C20240023,88,11,C
11C007,11C20240024,88,11,C
11C007,11C20240025,88,11,C
11C007,11C20240026,88,11,C
11C007,11C20240027,88,11,C
11C007,11C20240033,98,11,C
11C007,11C20240034,98,11,C
11C007,11C20240035,98,11,C
11C007,11C20240036,98,11,C
11C007,11C20240037,98,11,C
11C007,11C20240043,68,11,C
11C007,11C20240044,68,11,C
11C007,11C20240045,68,11,C
11C007,11C20240046,68,11,C
11C007,11C20240047,68,11,C
11C008,11C20240004,69,11,C
11C008,11C20240005,69,11,C
11C008,11C20240006,69,11,C
11C008,11C20240007,69,11,C
11C008,11C20240008,69,11,C
11C008,11C20240014,79,11,C
11C008,11C20240015,79,11,C
11C008,11C20240016,79,11,C
11C008,11C20240017,79,11,C
11C008,11C20240018,79,11,C
11C008,11C20240024,89,11,C
11C008,11C20240025,89,11,C
11C008,11C20240026,89,11,C
11C008,11C20240027,89,11,C
11C008,11C20240028,89,11,C
11C008,11C20240034,99,11,C
11C008,11C20240035,99,11,C
11C008,11C20240036,99,11,C
11C008,11C20240037,99,11,C
11C008,11C20240038,99,11,C
11C008,11C20240044,69,11,C
11C008,11C20240045,69,11,C
11C008,11C20240046,69,11,C
11C008,11C20240047,69,11,C
11C008,11C20240048,69,11,C
11C009,11C20240005,70,11,C
11C009,11C20240006,70,11,C
11C009,11C20240007,70,11,C
11C009,11C20240008,70,11,C
11C009,11C20240009,70,11,C
11C009,11C20240015,80,11,C
11C009,11C20240016,80,11,C
11C009,11C20240017,80,11,C
11C009,11C20240018,80,11,C
11C009,11C20240019,80,11,C
11C009,11C20240025,90,11,C
11C009,11C20240026,90,11,C
11C009,11C20240027,90,11,C
11C009,11C20240028,90,11,C
11C009,11C20240029,90,11,C
11C009,11C20240035,60,11,C
11C009,11C20240036,60,11,C
11C009,11C20240037,60,11,C
11C009,11C20240038,60,11,C
11C009,11C20240039,60,11,C
11C009,11C20240045,70,11,C
11C009,11C20240046,70,11,C
11C009,11C20240047,70,11,C
11C009,11C20240048,70,11,C
11C009,11C20240049,70,11,C
11C010,11C20240006,71,11,C
11C010,11C20240007,71,11,C
11C010,11C20240008,71,11,C
11C010,11C20240009,71,11,C
11C010,11C20240010,71,11,C
11C010,11C20240016,81,11,C
11C010,11C20240017,81,11,C
11C010,11C20240018,81,11,C
11C010,11C20240019,81,11,C
11C010,11C20240020,81,11,C
11C010,11C20240026,91,11,C
11C010,11C20240027,91,11,C
11C010,11C20240028,91,11,C
11C010,11C20240029,91,11,C
11C010,11C20240030,91,11,C
11C010,11C20240036,61,11,C
11C010,11C20240037,61,11,C
11C010,11C20240038,61,11,C
11C010,11C20240039,61,11,C
11C010,11C20240040,61,11,C
11C010,11C20240046,71,11,C
11C010,11C20240047,71,11,C
11C010,11C20240048,71,11,C
11C010,11C20240049,71,11,C
11C010,11C20240050,71,11,C
15A001,15A001,81,15,A
15A001,15A002,96,15,A
15A001,15A003,97,15,A
15A001,15A004,82,15,A
15A001,15A005,75,15,A
15A001,15A006,79,15,A
15A001,15A007,85,15,A
15A001,15A008,97,15,A
15A001,15A009,78,15,A
15A001,15A010,83,15,A
15A001,15A011,87,15,A
15A001,15A012,71,15,A
15A001,15A013,78,15,A
15A001,15A014,84,15,A
15A001,15A015,90,15,A
15A001,15A016,93,15,A
15A001,15A017,84,15,A
15A001,15A018,89,15,A
15A001,15A019,85,15,A
15A001,15A020,70,15,A
15A001,15A021,95,15,A
15A001,15A022,74,15,A
15A001,15A023,79,15,A
15A001,15A024,96,15,A
15A001,15A025,92,15,A
15A001,15A026,99,15,A
15A001,15A027,80,15,A
15A001,15A028,96,15,A
15A001,15A029,94,15,A
15A001,15A030,86,15,A
15A001,15A031,78,15,A
15A001,15A032,78,15,A
15A001,15A033,83,15,A
15A001,15A034,90,15,A
15A001,15A035,89,15,A
15A001,15A036,73,15,A
15A001,15A037,92,15,A
15A001,15A038,86,15,A
15A001,15A039,99,15,A
15A001,15A040,96,15,A
15A001,15A041,96,15,A
15A001,15A042,96,15,A
15A001,15A043,93,15,A
15A001,15A044,92,15,A
15A001,15A045,90,15,A
15A001,15A046,94,15,A
15A001,15A047,89,15,A
15A001,15A048,89,15,A
15A001,15A049,89,15,A
15A001,15A050,97,15,A
15A002,15A001,75,15,A
15A002,15A002,84,15,A
15A002,15A003,90,15,A
15A002,15A004,94,15,A
15A002,15A005,90,15,A
15A002,15A006,81,15,A
15A002,15A007,87,15,A
15A002,15A008,92,15,A
15A002,15A009,92,15,A
15A002,15A010,70,15,A
15A002,15A011,76,15,A
15A002,15A012,96,15,A
15A002,15A013,72,15,A
15A002,15A014,81,15,A
15A002,15A015,83,15,A
15A002,15A016,92,15,A
15A002,15A017,75,15,A
15A002,15A018,89,15,A
15A002,15A019,93,15,A
15A002,15A020,90,15,A
15A002,15A021,90,15,A
15A002,15A022,72,15,A
15A002,15A023,99,15,A
15A002,15A024,91,15,A
15A002,15A025,81,15,A
15A002,15A026,89,15,A
15A002,15A027,95,15,A
15A002,15A028,77,15,A
15A002,15A029,97,15,A
15A002,15A030,97,15,A
15A002,15A031,91,15,A
15A002,15A032,75,15,A
15A002,15A033,77,15,A
15A002,15A034,76,15,A
15A002,15A035,97,15,A
15A002,15A036,70,15,A
15A002,15A037,77,15,A
15A002,15A038,70,15,A
15A002,15A039,91,15,A
15A002,15A040,85,15,A
15A002,15A041,77,15,A
15A002,15A042,88,15,A
15A002,15A043,85,15,A
15A002,15A044,83,15,A
15A002,15A045,93,15,A
15A002,15A046,96,15,A
15A002,15A047,74,15,A
15A002,15A048,89,15,A
15A002,15A049,79,15,A
15A002,15A050,90,15,A
15A003,15A001,84,15,A
15A003,15A002,94,15,A
15A003,15A003,84,15,A
15A003,15A004,91,15,A
